variable_id,NPA,data_year,raw,normalized,Raw_Data_Name,Normalized_Data_Name,Raw_Data_Units,Normalized_Data_Units
3,2,2012,230.9339,56.15744120272065,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,3,2012,485.2154,41.9780814465191,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,4,2012,217.2624,65.98739193781418,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,5,2012,70.49077,42.17362245974374,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,6,2012,176.2793,43.716921321077294,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,7,2012,305.4079,55.74034472813659,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,8,2012,356.6485,59.78600210502818,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,9,2012,55.65397,59.48209314141557,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,10,2012,269.6164,48.90945865844058,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,11,2012,285.6736,56.00361162589611,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,12,2012,66.62016,41.94132466203804,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,13,2012,212.441,46.44329259487304,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,14,2012,190.739,43.7313411114212,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,15,2012,505.2273,73.19307857926633,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,16,2012,384.9099,53.06741493635828,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,17,2012,227.575,50.17488800069492,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,18,2012,366.086,59.50878185482023,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,19,2012,524.3598,62.56980428707964,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,20,2012,140.9593,35.308394386912035,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,21,2012,265.842,29.138554839921653,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,22,2012,78.90503,25.108582021973294,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,23,2012,139.9176,49.76314099408836,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,24,2012,87.60909,48.60296154257689,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,25,2012,367.762,56.31744078147,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,26,2012,686.4311,60.845378710644816,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,27,2012,131.9208,41.11910399007698,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,28,2012,99.7773,51.42199924082039,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,29,2012,258.9086,63.41001330322658,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,30,2012,137.7043,28.8785360865742,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,31,2012,274.0495,71.23443213767302,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,32,2012,24.06527,27.713880774914045,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,33,2012,118.343,45.677249171467,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,34,2012,505.7744,54.49854234001123,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,35,2012,1318.376,57.84018427217098,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,36,2012,379.5824,63.94021485450521,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,37,2012,116.5721,47.92779240245134,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,38,2012,653.9963,34.65541439273438,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,39,2012,391.0503,58.46890286621348,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,40,2012,175.3346,50.40070628452171,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,41,2012,199.4205,63.68122043665993,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,42,2012,216.5148,61.46139378394962,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,43,2012,257.4541,71.89547485579799,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,44,2012,133.5079,59.82903376307274,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,45,2012,404.5689,42.48410897384871,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,46,2012,102.0823,35.627491436971084,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,47,2012,62.80494,45.03573494202148,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,48,2012,1346.694,71.0152987023306,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,49,2012,624.8231,51.89629199441411,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,50,2012,146.0024,54.5418255929032,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,51,2012,97.21235,34.484857785132164,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,52,2012,167.4088,33.3826518531384,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,53,2012,193.9889,44.40210192027808,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,54,2012,504.5989,60.54040376191458,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,55,2012,316.9769,57.35969330699511,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,56,2012,145.9477,49.7351588220301,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,57,2012,43.38953,25.87567261522742,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,58,2012,108.9253,49.84976004344123,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,59,2012,165.871,48.1429660018827,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,60,2012,350.192,43.71506536826653,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,61,2012,93.486,31.03661152884241,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,62,2012,94.04717,32.3127752668716,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,64,2012,148.7797,38.99717428879983,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,65,2012,191.2279,53.00080649560959,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,66,2012,84.04892,22.99602671301975,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
3,67,2012,29.71391,30.0202933996638,Tree_Canopy_Area,Tree_Canopy,acres of tree canopy,percent of land area covered by tree canopy
